userID,evisID,timeStamp,currentStateOfCharge,energyConsumed,energyUsage,guesstimatedDistanceLeft,speed,distanceTraveled,throttlePosition,breakPosition,steeringWheelRot,xPosition,yPosition,zPosition
025,GuessOMeter,0.0806427,1.19997442,0.0195687711,0.9208,10.2658606,9.389016E-07,0.0116383359,0,0,-0.001556444,-18.9414368,0.088774845,486.2899
025,GuessOMeter,0.188842773,1.19994879,0.019594349,0.9208,10.2654686,9.925719E-07,0.0116383359,0,0,-0.001556444,-18.9414368,0.088774845,486.2899
025,GuessOMeter,0.288482666,1.19992316,0.0196199268,0.9208,10.2650766,1.10010058E-06,0.0116383359,0,0,-0.001556444,-18.9414368,0.088774845,486.2899
025,GuessOMeter,0.3939743,1.19989753,0.0196455047,0.9208,10.2646847,9.927215E-07,0.0116383433,0,0,-0.001556444,-18.9414368,0.08877484,486.2899
025,GuessOMeter,0.5004349,1.1998719,0.0196710825,0.9208,10.2642927,5.108423E-07,0.0116383433,0,0,-0.001556444,-18.9414368,0.08877484,486.2899
025,GuessOMeter,0.6124191,1.19984627,0.01969666,0.9208,10.2639,4.5298E-08,0.0116383433,0,0,-0.001556444,-18.9414368,0.08877484,486.2899
025,GuessOMeter,0.706359863,1.19982064,0.0197222382,0.9208,10.2635088,2.68771657E-07,0.0116383433,0,0,-0.001556444,-18.9414368,0.08877484,486.2899
025,GuessOMeter,0.8147354,1.199795,0.019747816,0.9208,10.2631159,6.45725663E-07,0.0116383433,0,0,-0.001556444,-18.9414368,0.08877484,486.2899
025,GuessOMeter,0.9248352,1.19976938,0.0197733939,0.9208,10.2627249,9.925963E-07,0.0116383433,0,0,-0.001556444,-18.9414368,0.08877484,486.2899
025,GuessOMeter,1.02183533,1.19974375,0.0197989717,0.9208,10.262332,9.919219E-07,0.0116383433,0,0,-0.001556444,-18.9414368,0.088774845,486.2899
025,GuessOMeter,1.1372757,1.19971812,0.01982455,0.9208,10.261941,5.65777043E-07,0.0116383508,0,0,-0.001556444,-18.9414368,0.088774845,486.2899
025,GuessOMeter,1.2492218,1.19969249,0.0198501274,0.9208,10.261548,4.0410643E-07,0.0116383508,0,0,-0.001556444,-18.9414368,0.088774845,486.2899
025,GuessOMeter,1.34952545,1.19966686,0.0198757052,0.9208,10.2611561,1.54598737E-07,0.0116383508,0,0,-0.001556444,-18.9414368,0.088774845,486.2899
025,GuessOMeter,1.44995117,1.19964123,0.0199012831,0.9208,10.2607651,1.44425741E-07,0.0116383508,0,0,-0.001556444,-18.9414368,0.088774845,486.2899
025,GuessOMeter,1.55056763,1.1996156,0.01992686,0.9208,10.2603731,3.539679E-07,0.0116383508,0,0,-0.001556444,-18.9414368,0.088774845,486.2899
025,GuessOMeter,1.64477539,1.19959,0.0199524388,0.9208,10.2599812,4.58802219E-07,0.0116383508,0,0,-0.001556444,-18.9414368,0.088774845,486.2899
025,GuessOMeter,1.75227356,1.19956434,0.0199780166,0.9208,10.2595892,0.0239827856,0.0116383508,0.04365673,0,-0.00158696249,-18.9411964,0.08877459,486.289978
025,GuessOMeter,1.85271454,1.19953871,0.02000362,0.921747863,10.2591972,0.008106624,0.0118955253,0.05159154,0,-0.0019226661,-18.9412,0.08877358,486.289948
025,GuessOMeter,1.96209717,1.19948745,0.0200548191,0.921690166,10.2584143,0.004213369,0.0120679168,0.055558946,0,-0.00219733268,-18.941061,0.0887732953,486.29
025,GuessOMeter,2.076561,1.19946182,0.0200804416,0.9223977,10.2580223,0.0370506644,0.0121346749,0.09523301,0,-0.00219733268,-18.9410572,0.08877289,486.290039
025,GuessOMeter,2.17682648,1.19943619,0.0201060511,0.921951,10.2576294,0.00254819123,0.0126153911,0.107135229,0,-0.00219733268,-18.9405861,0.08877276,486.2902
025,GuessOMeter,2.27481842,1.19941056,0.0201316439,0.9213483,10.2572393,0.04690225,0.0132494606,0.115070038,0,-0.00112918485,-18.9398422,0.08877274,486.290466
025,GuessOMeter,2.388794,1.19938493,0.02015727,0.9225213,10.2568474,0.09231751,0.0146476664,0.17062898,0,-0.000396740623,-18.9382133,0.088771,486.291
025,GuessOMeter,2.492836,1.19935918,0.0201829839,0.9257122,10.2564564,0.101032466,0.0168636665,0.1785638,0,-0.000396740623,-18.9352512,0.08876712,486.291962
025,GuessOMeter,2.60146332,1.19933331,0.020208912,0.9333894,10.2560625,0.195079133,0.0207094,0.2737968,0,-0.000396740623,-18.9313278,0.08876267,486.293274
025,GuessOMeter,2.70183563,1.19930708,0.0202351,0.9428107,10.2556658,0.31785804,0.0257162843,0.317453533,0,-0.000396740623,-18.9240437,0.08875513,486.2957
025,GuessOMeter,2.80200958,1.19928038,0.0202618074,0.9614587,10.2552643,0.4894172,0.0345567651,0.3809473,0,-0.000396740623,-18.9136276,0.08874376,486.2992
025,GuessOMeter,2.91457367,1.19925284,0.0202892944,0.9895506,10.2548532,0.757124,0.04768463,0.507812738,0,-0.0003662221,-18.8953629,0.0887245,486.30542
025,GuessOMeter,3.01708221,1.19922364,0.0203184523,1.04967749,10.2544231,1.13512588,0.06830161,0.507812738,0,-0.0003662221,-18.8700619,0.0886974558,486.314026
025,GuessOMeter,3.12587738,1.19919217,0.0203498658,1.13091516,10.2539663,1.50369108,0.09824409,0.507812738,0,-0.0003357036,-18.8315048,0.08865814,486.327148
025,GuessOMeter,3.22727966,1.19915771,0.0203842688,1.23849809,10.2534695,1.7873894,0.137337923,0.507812738,0,-0.0003357036,-18.7880878,0.0886216462,486.341919
025,GuessOMeter,3.32787323,1.19911933,0.0204226039,1.38006282,10.2529211,2.094353,0.185157567,0.507812738,0,-0.0003357036,-18.736311,0.088588655,486.359528
025,GuessOMeter,3.43854523,1.19907451,0.0204674583,1.6147716,10.25228,2.46290255,0.241649657,0.507812738,0,-0.0003357036,-18.6691742,0.08855542,486.3824
025,GuessOMeter,3.539688,1.19902658,0.0205154158,1.72646368,10.2515984,2.8021903,0.307079226,0.5351573,0,-0.0003357036,-18.5996647,0.08852535,486.406036
025,GuessOMeter,3.63941956,1.19897485,0.0205672067,1.86447656,10.2508659,3.09531474,0.381476372,0.546876431,0,-0.0003357036,-18.5215435,0.08849306,486.432648
025,GuessOMeter,3.751152,1.19891334,0.0206287634,2.21606278,10.2499981,3.49773979,0.47494182,0.546876431,0,-0.0003357036,-18.4241486,0.08845542,486.465851
